Star Rating,Headline,Review Text
'3'.'0',"This is a great mask if you sleep on your back or are on a plane. But if you're like me and sleep on you your side, half in a pillow, there is pressure around your eyes and behind your ears with the strap (just from being bulky and your ear pressing against it) But it definitely blocks out all light! I just wish it didn't create pressure points around my eyes and behind my ears when I sleep on my side.",Not for side sleepers!
'3'.'0',"This is a soft and comfortable mask that pockets the eyes and is great for back sleepers. Once I turned even slightly onto my side, the eye ""pockets"" get pushed into the eyeballs and are very uncomfortable!","it is lightweight, but a lot of material...."
'4'.'0',Was expecting a little more,"As someone who has never used sleep masks, I wanted this product for the 16 hour flight to Japan. The quality was great and it never came off my head, but I was expecting a little more comfort given the price point I end up returning the product but I'm sure for people who are dependent on sleep, masks for rest, this would be a more than sufficient product. As long as you can make it past the high price point."
'4'.'0',Very high quality and great service. It just didnt fit my face.,"I highly recommend this company. The mask is adjustable, high quality with a thoughtful design. Unfortunately it just doesnt fit my face properly. The eye cups are too round. Amazon doesnt handle the refunds so I contacted Manta Sleep directly. Their refund policy is 60 days and they responded very quickly and politely. The refund was processed the same day it was approved and credited back to my credit card by Amazon. Give it a try, you cant go wrong either way."
'4'.'0',Not perfect,"It does what you buy it for - blocks out the light. It uses velcro, so you have to play with the position of the eye cones and with the strap on the back of your head.  Nonetheless, it is a comfortable fit, and it does block out most of the light.  If I continued to play with the eye cones position I could probably get to 100% but the 95% I am experiencing is fine with me.  The bottom line is I am happy with it."
'4'.'0',This eye mask is very comfortable and the pads over your eyes are thick and cushioned nicely .. the way the pads are made they form a light barrier around your eyes they don't lay on top of your eyes .. so for all the ladies with extended eyelashes .. this one's for you! The pads have complete coverage no light seeping in anywhere! The material isn't flimsy and it's soft to the touch. Worth every penny!!!! i **** don't put in the dryer if you wash them **** I did and the pads aren't as firm anymore .,Would be perfect except the band placement on the ears!
'4'.'0',"I am a healthcare worker and work night shifts. Pair this mask with Loop ear plugs and I can sleep though anything.This mask does exactly what it says. It blocks all light and is very comfortable. Great quality and doesnt actually look awful. I want to buy the silk cups next.However! The band placement is off, I have to wear the band over the tops of my ears which makes my ears sore the next morning. If I wear it above my ears, I dont get the 100% light blocking.",Best sleep mask Ive owned
'4'.'0',"My previous sleep mask was not nearly as comfortable as the Manta mask.Ive been really happy with it.  The eye pads are thick and lush and give me lots of coverage.The material is soft and comfortable and it makes it easy to wear.I am really glad I went with this mask.  I wear it every night and it hasnt let me down yet.I havent tried removing the pieces and washing them, but I may do that soon.Go get one and get to sleep!","Very Good. Lightweight, Comfortable, Effective"
'4'.'0',This mask does the job  Definitely worth the small investment,"Good, but could be better."
'4'.'0',"It does a very good job of blocking out all the light. Its much more comfortable than a normal sleep mask, and keeps pressure off your eyes. I love how easy it is to wash too, just toss it in the included laundry bag and wash along with the rest of your laundry.I do find myself waking up to it having slipped off while I was asleep, so I wish it had a little more grip. Thats really my only complaint! Overall still a great product.",Works with cpap mask but not great
'4'.'0',"I bought 3 masks at the same time to try out and figure out which Id like best. One got returned, this one I kept but I wont order more. And the third I loved and have ordered extra. This one was ok but not as good as the third. Its fairly soft but its a bit too firm. If the foam an the eye rings were more squashible I think Id like it better. It fights a bit for dominance on my face with my cpap mask. I use a nasal mask so its a bit more forgiving than a full face mask but its still difficult to find an eye mask that is compatible. This one isnt it. I can see why people love this mask if they dont wear a cpap mask as well though. I can make it work with my cpap but the third mask I got works so much better that this one isnt work the effort.","Works well, a bit spendy."
'2'.'0',Expensive and suffocating to eyes,I was very disappointed with the product once I tried to use it. After having Surgery on my eyes I figured this would be ideal to wear at night while sleeping. It was too suffocating to wear throughout the night a uncomfortable. Too expensive to not feel comfortable
'2'.'0',Not for side sleepers,"If you sleep on your back, you should be fine.  But for side sleepers, it will move around unless you put it on super tight."
'2'.'0',It was not as we expected sadly,Too foamy for the eyes and my husband head hurts and got a headache from it so it sucked. But my parents liked it 3 stars XD
'2'.'0',"Blocks out all light, good for back sleepers","While I was hoping to protect my eyes from myself, a side sleeper, it came in contact with my eyes when I tried to sleep with it. Would be perfect for a back sleeper though."
'2'.'0',Not meant for stomach sleepers,"The product does well to block light, but it is not meant for stomach sleepers. With my face turned to the side or into my pillow, the thickness of the cups put too much pressure to the bony areas around my eyes."
'2'.'0',Worse than anything else if you have above average size ears or want to sleep on your side/stomach,Worse than anything else if you have above average size ears or want to sleep on your side/stomach.
'2'.'0',Not very slim. Cups are adjustable but light still penetrates. Not made for users of cpap machine.,Not very slim. Cups are adjustable but not meant for users of CPAP machines.
'2'.'0',The cups are so thing you can see all the light coming through them,"It does stay on great every night it comes off. It is comfortable, but I worry when the hot summer nights hit that I wont wear it because it does breathe well. My eyes get hot now. :("
'2'.'0',Not for side sleepers.,She said it was fine until she rolled on her side. Not for side sleepers.
'4'.'0',Transformative for a good nights sleep,"This mask is superior to all others I have tried, and there have been quite a few.  I have a very petite face, and even so this mask is very comfortable.  The adjustable eye cups are so flexible to use, that I can arrange them to block nearly all light, and so that the mask doesnt compress the bridge of my nose like so many of the others Ive tried.  Also, really making this a great purchase is the masks ability to be washed in the washing machine.  I was hesitant to buy it because of the price, but it has been a worthwhile purchase after all.  Im sleeping much more soundly....and didnt have a true awareness of how the ambient light in my bedroom from various electronics was impacting my sleep, and then, how the morning light wasnt allowing me to compensate for sleep lost during the night.  With the mask on, Im sleeping much more soundly, and those odd nights where I am awakened, I can sleep later in the morning to make up for it.  If youre on the fence, Id suggest you give this mask a try. To present this fairly-  if there was anything other than the price that I would consider a slight negative, I wish the masks were designed to be more attractive- they look like athletic wear, and are kind of masculine, but still a great purchase."
'4'.'0',Splurge on the one for side sleepers,"This is my second manta mask. Love the light blocking. It's a bit warm for summer and the foam cups feel firmer/less comfortable than first mask. Velcro works better now. As a side sleeper, I'd soring for the one w the shaped cups. Lots of masks out there. I think manta is worth the $."
'4'.'0',"Blocks out light well, band is uncomfortable","This eye mask blocks the light well, especially since the eye cups and band are adjustable with Velcro. However, the 'side sleeper?? band is just uncomfortable. Tight and itchy around where the ears meet the head, I have woken up with pain and irritation in that area. I will try to loosen the band but if it's too loose it will not stay in place. Might be worth it to rethink the textile material around this area, Manta, go something much softer."
'4'.'0',Best Ive tried so far but could be better.,"Best out of maybe four masks Ive used.  The eye cups still leak light unless you get it just right and/or tighten it to the point the strap is too tight.  Also, the strap has to be in the right place to hold the mask just right, but shifting your head a time or two on the pillow pulls the mask out of whacks so....  Id put some more r/d into the band situation."
'4'.'0',"They don't block everything, but better then anything else I've tried","Hard to sleep on sides with them, but still sleeping better then otherwise since I'm sensitive to light."
'4'.'0',"Comfortable, but it GETS HOT","Love the product!  My husband uses it most nights, as I tend to stay up later, and the light disturbs his rest.Only complaint is as comfortable as it is, and as well as it blocks out the light and you can blink (doesnt press), is that it GETS HOT.(<<Update>>  I should clarify that we live near DC, and its humid here for a good portion of the year.  Hot happens.)So fall asleep and stay asleep?  No problem.  Wake up in the middle of the night, yep, they are coming off, because its hot.Ive heard that this company has made other products, and has an add-on that you can use to add essential oils somewhere to help you fall asleep and relax.  As long as it stays away from your eyes, its close enough to your nose that you could benefit from essential oils too.PLEASE LET ME KNOW IF THIS HAS HELPED YOU by giving it a thumbs up - thanks!"
'4'.'0',Eye masks are necessary at times,"Well, I dont love eye masks but Sometimes i need one. So as eye masks go this one is fairly comfortable, fairly light, blacks out the light and does not touch your eyes. So it is a good eye mask"
'4'.'0',Not good with the CPAP,"In search of a eye mask that I could wear at night with my CPAP.  It is the most difficult thing to find.  The mask sits above my eyebrows when the mask is on, totally defeats the purpose of the purchase.  Without the mask this is a great product because it does not sit directly on the eyes allowing for the lashes to move."
'4'.'0',Most comfortable eye mask yet,"I was desperately in need of an eye mask that blocked out light, was comfortable & didnt leave me with headaches in the morning if I was even able to keep it on all night. The other masks Ive tried hurt my head from the elastic strap, sat too far down on my nose & only blocked 60-70% of the light. This mask with the eye cups is genius. It keeps at a minimum 98% of the light out (on my side just a bit came through), stays off of my nose and has an adjustable soft, wide velcro strap. For my particular head, the strap does lay over the top of my ears but after a few nights, I didnt notice it. Currently ordering my second one to leave at our cabin...I forgot it once & definitely slept worse without it. I am leaving one there so that doesnt happen again. I highly recommend spending the money as it is well worth it!"
'4'.'0',Best sleep mask ever!,"A really great mask, I love how I can adjust the cups, and the strap. Blocks out light, if your a side sleeper you will have to put the strip on right. Which can be uncomfortable, but I figured out how to adjust it comfortably. Also, if you go on manta.com They have one for side sleepers, silk and different kinds. I wish Amazon had every kind of manta, to fit the consumer needs. Amazon only has the basic manta face mask. The only thing I didn't like was because it's cotton I wake up in the middle of the night with a lot of sweat. That's why I went on the site to get silk. Overall it's the best sleep mask I ever had. I had every brand and manta is the best thus for."
'5'.'0',"I cannot even begin to tell you how much I love this eye mask!! Not only is it very comfortable to wear, but it causes me to have a complete blackout of light! I have slept with this in bright rooms and even while napping outside in my swing under the full sun and it's the best sleep mask I've ever had! I love that not only is the band adjustable but you can even move the eye pads! I didn't need to alter them, but I'm sure others may and it would be a godsend! The mask itself is very soft and with the thicker headband being adjustable, I'm able to adjust the exact fit that works best for me! Previous masks did not have an adjustable band or 'eye cups?? and I was forced to tie knots in order to tighten it, which caused great discomfort. I also had great difficulty with those masks staying put. I do place this under my shoulder length hair, as I've done with the others, and it stayed in the proper position. I'm not sure how well it would hold on short hair/no hair. If you are someone who needs the light to be 100% filtered out for sleeping well, this is the mask for you! Per my title, I give this 100/10!",Great Mask i almost cant sleep without it.
'5'.'0',"Love the Manta sleep mask sorry for the late review but i really wanted to test the product for a long time before I wrote an official review. Its a really good mask to use for sleep i been using it for over a year it helps me sleep when everyone is awake, and they have lights on, and I also like it for days when I sleep late, and it keeps the sun out of my face. Its a really great product its almost hard to sleep without it on anymore it becomes a really important item like if it goes missing or you cant find it, youre going to search your house and do your best to find it Because youll sleep better when you wear it.",Love love love will buy again. I normally hate anything on my face. I have an 8 hour flight coming up and I am so happy to have this.
'5'.'0',BEST INVESTMENT FOR YOUR SLEEP,"buy it, don't get any other brand or style. this is the one. i love how the straps velcro instead of that sliding mechanism on most sleep masks. makes it last longer and is super comfortable"
'5'.'0',Fantastic. Finally a reliable sleep mask.,"I stupidly dont have black out curtains so in the last 3-4 years have resorted to eye masks to avoid disrupting my sleep in the early morning.While Manta Sleep Mask is probably double the cost of most youll see on Amazon, it is 100% worth the cost. Good sleep is priceless and the ROI has been huge for me.The velcro adjuster is so much more sturdy than the finicky buckle adjuster in others that becomes twisted and useless after a month. The eye cups are comfortable and fully black out light. Plus you can swap them out when they get worn out or to change to hot/cold models.Ive gotten some of my best sleep in a year since getting these. If youre on the fence, jump off it and get these."
'5'.'0',Look no further.  These are the best sleep masks I e ever used.,This mask works with my nasal cushion Cpap mask.
'5'.'0',This mask works with my nasal cushion Cpap mask.,Excellent eye mask. Consistent sleep promised.
'5'.'0',"The best part about this mask is the consistency it brings to your 'sleep environment??. Regardless of your location, when you close your eyes, you'll feel the comforting embrace of your eye mask :) total blackout, so daylight & tv light are of no effect. Would definitely recommend.",Completely blocks out light
'2'.'0',"My previous sleep mask put pressure on my eyes so I thought I would try this, now I have pressure around my eyes which is worse to me. I also do not like the thick strap where both sides connect. It does block the light.","Amazing mask, terrible longevity"
'2'.'0',"I love this mask. It's completely changed the way I sleep. In fact, I've bought four of them??But that's the problem. I've bought four of them, because the Velcro is awful. If you attach this in the same location each night (as I assume most of us do as our heads are not drastically changing size into adulthood), then the Velcro wears out within months. I think I'm going to replace the Velcro on mine with something sturdier because I love the overall mask so much??but I shouldn't have to. It would be such an easy fix, and potentially not even more expensive. Such a bummer, because I'd probably buy a wider variety of these if I wasn't spending all of my money to replace Velcro.",Extremely uncomfortable
'2'.'0',"It does, indeed, provide total blackout, but it is THE most uncomfortable sleep mask I've tried, out of about 12. It's so heavy. I've tried to sleep with it for about two weeks and I never make it to dawn without ripping it off my face, as I discover when the light wakes me up.","its quite hard to review this product, its good, but its also mediocre.the pros are, its indeed soft. even if you tighten the strap, you can feel the pressure around your eyes, they are still quite comfortable to wear. they look good and stylish. they are sturdy. the c cup feature made this mask significantly superior than others.cons are, if you move around while sleep, the strap can be moved away from the crown of the head, which can cause uncomfortable sensation, with moved strap, mask position can also be affected (light leaking in). So i usually find myself tensed up trying to no move able while sleep, which causes muscle fatique. another con is the straps are too thick. also"
'2'.'0',NOT for side sleepers.,"I will say this mask is constructed of quality materials. If you are SOLELY a back sleeper or want to us it for travel, this mask is a good option. However, if you are a side sleeper, the mask is NOT comfortable at all as the oversized sockets which offer 'zero eye pressure?? actually create a great deal of eye pressure. I will be sticking with the $10 gel masks as they are much more comfortable for me as someone that always sleeps on one side or the other."
'2'.'0',"First this thing is hot. So much foam around your eyes!It is almost too adjustable. The eye cups are peel and stick Velcro which makes it almost impossible to get the fit correct. I found that once I finally got them in the ""right place"" there were still light leaks unless I tightened the strap to an uncomfortable pressure.",Nothing good lasts forever.
'2'.'0',Bought my first manta mask from touch of modern as a prototype. The eye sockets were large and roomy. The second and third replacements were also good but this last one the eye cups are smaller and they press on the eyeball if you lay on your tummy.,Did not meet my very specific requirements
'2'.'0',For my particular purposes I want a sleep mask that accomplishes the following:1. Blocks all light.2. Has enough room for blinking.3. Comfortable4. Can be slid down over the eyes without much adjustment for very quick use.5. Can be worn with large over ear headphones.1. ' Can block all light after a good bit of adjusting.2. ' Has enough room to not contact eyelashes.3. ??' Needed to be tightened to the point that it isnt comfortable to block all light.4  ??' Needs too much adjusting to put on quickly.5. ' Doesnt interfere too much with the pads of my particular headphones.,Blocks light but dont move
'2'.'0',"Blocks light and would be great if I slept motionless on my back.  But once I switch to my side the mask shifts position on my face and is both uncomfortable and no longer functions properly.  Also, velcro clasp creates a noticeable bump on the strap at the back of my head.  Will be returning.",BON Charge's is better
'3'.'0',"Works well, but feels cheap.","I paid a little extra for this one, as it seemed to be more a name brand than a generic and have recently had poor luck with generic. I receive this product, and it feels horrible to the hand. It feels fine while wearing it, but the outside feels horrible, and removing the velcro to adjust the eye cups had me worried the fabric would tear before the velcro released, and its not even particularly strong velcro. Overall it works very well as a sleep mask, but paying the extra for this brand is not worth it. Plenty of companies make the same mask for cheaper. Even if they didnt this one does not inspire confidence, and at the price it absolutely should."
'3'.'0',"Comfy, but maybe not the best for side sleepers","I had been using your run-of-the-mill sleep mask for a while, but didnt like a few things. First, it was not made of the most breathable material, so my face felt warm, almost sweaty. Second, it was a firm fit, and pressed against my eyelids. Figured there had to be a better option.At first blush, Manta seemed to solve my major complaints with the old mask. I could adjust the fit, and could open my eyes while still having them covered. The material felt great. But, I sleep on my side - and the cups of the Manta mask compress between the pillow and my face. Its just uncomfortable enough for me to notice and prevent me from falling asleep.So, its back to the old flat mask, for now."
'3'.'0',so far i like it but i have some issues with the original,"i definitely need to upgrade to the max size eye cups as my eyelashes are too long naturally for the size that comes with the original, and mine get stuck when i blink.  since i need to sleep with a mask for chronic dry eye and nocturnal lagophthalmos closing my eyes as best as i can and keeping the mask on while i toss and turn all night is pretty important.  which also brings me to the reason why i think i may also need to get the slim version for side sleepers as well, as i do tend to sleep on my sides and have a very small head.  i houdinid out of the original mask as-is on my first night sleeping with it."
'3'.'0',Not good unless youre a back,"I sleep on my side and on my stomach. This is problematic with the mask because it puts unnatural pressure on the mask against my face, making it hard to sleep. If I could just sleep on my back, this would be a great product. Sadly, it was a waste of my money."
'3'.'0',its back is better then other eye masks but should have a function to go around the ears instead to not have pressure on the back of the head. Unfortunately like all other eye masks I found it has a 20% opening at the nose area that lets light in making it useless and its hotter and more expensive then others. Still the back piece is better then other companies that have metal back their.,"Different than other masks. I was hopeful about this but it comes off during the night just as much and is uncomfortable in its own way. As others have said, it is very uncomfortable to sleep with this unless you're sleeping on your back. And oddly? Though the eye cups are supposed to reduce eye pressure, in some ways, I find them to create their own pressure, but in a different way.They are great at keeping all the light out, if they don't come off or slip out of place."
'3'.'0',The placement around the eyes feels very hard like a block of something (too sturdy) surrounding your eyes so its quiet an uncomfortable feeling. A memory,To each their own. It's not bad.
'3'.'0',"Honestly, I think the product is fantastic, but personally I don't find them to be comfortable. BUT! I love using them when I practice my meditation. So honestly, I like it, it has a purpose, sleep wise, it's not for me, maybe i should've got the heavier one for my eyes. I see ppl here enjoy it, and that's awesome, I'm happy to see it helps others get proper rest. Maybe I just need to try a different one. My sleep is terrible. But hey! For Meditation it works!",Not for side or stomach sleepers
'3'.'0',"First off, I do really like this mask, however, it is not for everyone. This mask only works as described perfectly, but only if you are a back sleeper or using it for use on an airplane/other mode of travel while you sleep in a chair.  The design does not remain reliable if you're a side sleeper.  Your pillow will push your eye cup out of place letting light in and put slight pressure on your nose.All in all I will keep this mask for travel, but this is not my go to mask for regular sleep",The cups for your eyes work great and block out all sun but the cups are also very thick so if you are a side or stomach sleeper it's too much. Presses into your eye sockets. These would be great for people if you only sleep on your back!
'3'.'0',Just a heads up: The multicolor version is really the Manta Slim version,"Update: they updated the pictures to reflect the features of the Manta Slim.Purchased the Manta sleep mask that was ""multicolored"" since it was the one that shipped using Amazon Prime. When I received it, I noticed that the strap that goes around your head needed to go into a loop and velcro onto itself, kinda like all cinching  straps. All pictures of the Manta do NOT have this feature. All pictures of the Manta have two straps that velcro together behind your head.When I saw this, I thought I received a fake item. After doing some research, I found out Manta also makes a ""Manta Slim"" which is exactly what this ""multicolor"" product is. Strange that this ""slim"" version is not on Mantas website through normal browsing, but is there when you do a Google search.Just a heads up that if you buy the multicolored version of this product on Amazon, you are getting the Manta Slim."
'3'.'0',Hurts the back of my head ?'?,"It does a great job of keeping light out with the comfortable eye pillows , I only wish that the strap in the back wasnt so dense and long. Theres no need to have a strap that long, nobody has a head that big. So lining up the strap to the velcro is cumbersome. It would be nice if the strap was wider so the fabric was dispersed more evenly against the back of my head,so it didnt put all of the pressure in just one spot, if that makes sense. If you made those changes I definitely change my rating score."
'3'.'0',"Not Perfect, But Not Bad","These things work pretty well, but are not as perfect as advertised.  Theyre certainly an innovative design and seem very well made with soft fabrics that are pleasing to the touch and (my favorite part) washable.  They dont retain heat or cause sweating, which is excellent, and unlike flat sleep masks they dont rest on your eyes.  With a regular sleep mask, the pressure on my eyes would cause me to wake with extremely blurred vision that would take a while to clear up...  Reading anything right after waking was a near impossibility.  With this thing, theres no pressure on the eyelids, so I wake up with perfectly refreshed eyes.  To achieve this, theyve created what are essentially 1"" thick foam donuts around your eyes, and while the thickness is what makes them work so well, its also their biggest flaw, as any sleeping position that isnt flat on your back becomes problematic.  Side-sleeping is tricky because, generally speaking, when youre on your side, one whole side of your face is being pressed into the pillow.  Normally, thats not an issue, but with these things on you have a 1"" thick foam donut to contend with, and under pressure, that donut becomes a bagel.  Sure its a nice, soft fabric and a pliable foam, but that doesnt really matter when its being pressed into your eye socket.  It adds a lot of pressure to your face, which can be distracting and disrupt sleep.  Furthermore the strap on the Slim model tends to rest right above the ears, which can rub and become irritating, particularly on the adjustable side of the strap, which is thicker and had more edging.Next, they claim 100% light blockage and while this is *almost* true, I couldnt find a fit that didnt create a small gap and let some light in at the nose/brow area, leaking light in through the space between the ""donuts.""  I found that the only way to eliminate the light was to either tighten the strap to an uncomfortable level or fill the gap between the donuts -a cotton ball might do the trick.  Now, its a tiny amount of light -certainly not enough to bother me- but its not 100% blackout.  Its more like, 98%.  And thats before you roll over, pressing the donut into your eye-socket and shifting the whole thing to the side.And finally, I have found that while the mask doesnt put pressure on the eyes, it does put pressure on the eye-sockets and brows.  I woke yesterday to find that my face was a little sore around the eyes, particularly where lying on my side had pressed the donuts into my eye-sockets.  Now, it went away pretty quickly, but still.Overall, theyre not terrible...  They do the job well enough and I think Id still choose them over a traditional flat mask, but theyre just not the miraculous perfection that claim them to be.  If you choose to try them, be prepared for an adjustment period.  The thickness of them does make them difficult for side-sleepers to deal with but I think once you get used to them, theyre pretty awesome.  And if you sleep on your back, theyre really pretty fantastic."
'3'.'0',"People rave about this mask so I bought it to try and use when I work night shift, but I couldnt stand it and ended up throwing a pillow over my face until I got a different mask. For me the main problem are the eye cups; they may not put pressure on your eyes, but the edges of the cups still put pressure on your face because of how big they are. Im also a side sleeper and the size of the eye cups made it so that this practically came off my face when lying on my side. To me it was just a clunky design that let light in and made my face uncomfortable. I understand theyve made a newer model, so maybe that one is an improvement, but I definitely wont be coming back to this version.",Not for side sleepers.
'3'.'0',"Not for side sleepers, uncomfortable pressure.",This blackout blindfold was a bit uncomfortable. And no it didnt do well for my narrow face despite claims that it would. Its expensive. I am still on the hunt for a sleep mask that doesnt permit ambient light from the sides while being a comfortable fit.
'3'.'0',Not ideal for side sleepers,"I bought this mask in hopes it would hold its shape longer than the contoured masks I usually buy, as Im sick of having to buy new sleep masks every few months because the old ones lost their shape.  Ive only used it once so far so I cant say how well itll hold up after a few months, but the design does seem more durable than the usual contoured mask design.Problem is that the eye pieces press into my face uncomfortably when I lay on my side, as the mask gets smushed between my face and the pillow.  For back sleepers I expect this wouldnt be a problem.The other issue is that, at least with my face shape, it doesnt completely block out all the light; it blocks MOST of it if I play around with the straps to get adjusted properly.  Still, if the shape holds up for more than a few months and so it continues to block the same amount of light, Ill be satisfied -- the reason Im always having to replace my sleep masks is because once they start losing their shape, their ability to block out light is severely hampered."
'3'.'0',NOT for side sleepers,"Let me preface this review by sharing that I wear an eye mask to bed every single night so the sun doesn't wake me up in the morning. I have found masks that work for me over the years only to have the manufacturer stop selling them. So, I am always on the hunt for true blackout sleep masks.This eye mask is such a great idea. By moving the eye pads around, you can get them to be full blackout, which I was super excited about. Then came bedtime. I am a side sleeper and these are TERRIBLE for side sleeping. It doesn't look like it from the pictures, but is you use a pillow at all, the eye cups hit your pillow and it's so uncomfortable it almost hurts.If you sleep on your back or will only use this for travel, you will be happy with this mask. It is true blackout and it's very small and light. It is really well made. If you are a side or stomach sleeper, keep looking."
'3'.'0',It hurts to sleep on your side wearing this,"These are exactly what I needed, total black out of light and more room for my eyes to open & close underneath. However, they are so thick, and customizable, that you move them so they dont cut into your nose and then they are so out wide on your face that when you sleep on your side the eye piece pushes hard into the side of your face around your eyes. Its truly painful by middle of the night. The light blocking is amazing though."
'3'.'0',"I was so hopeful for this product but if I loosen it at all, it doesnt stay on my face and I wake up without it. If I tighten it, it is too tight for my face and causes a panic.",I wanted to love this but I only like it
'3'.'0',It looks like it would work better than it does. Light still seeps through. Not the most comfortable/ effective device if you move around while you sleep. I do like the hook and loop closure but I expected more for the price.,"This is not a bad mask. To get the mask to seal, I have to tighten it. I have a deviated nostril. So, the masks cause a lot of nasal pressure.  If the eye covers were made of a softer foam I do not think this would be a problem. Overall the mask is good quality, though."
'3'.'0',Not Bad but not that good either,"The foam is flat and has no contour. Which means you need a lot of force to make it curve around the face and seal. Thats too much pressure, both on the eyes(surroundings) , and on the head band.Maybe its just the shape of my head? I am not really sure. but if I have really sleep with it, then its too much pressure.The head band is too thick. Especially since the velcro overlaps on the back of head, where you lie down. The overall bulk also means when turning my head around, it tends to get pressed and torn. That doesnt feel good.The whole thing feels soft and nice. But practically does not fit for sleeping. But if you just wanna lie down and take a power nap, it may be very good."
'3'.'0',"Took a little while to get used to, kept ripping it off my face at night, but it blocks out the light great, and after a week I was sleeping longer.",Side sleepers Beware !
'3'.'0',"I originally got this product so my eyelashes would not be squished. The mask is great for that purpose, has tons of space for your eyes, and keeps the light out.I think the mask would be great for back sleepers. But the eyecups are quite uncomfortable if you sleep on your sides. They interfere with the pillow and push on your face. Both nights I tried to use it, I ended up switching back to my old one in the middle of the night. My eyebrows would also be sore from the constant pressure of the eyecups.It might work for some sidesleepers, but for me it did not.",Adjusting the eye pieces on my own had been a challenge. Its comfortable enough wearing to bed but I never seem to have it on when I wake up. It seems to help with light going to bed.
'3'.'0',"I liked how soft and comfortable it was on my eyes, but the band kept slipping and the mask move up on my forehead while I was sleeping.  Might try a different version like the silk or weighted one instead.",Good but there are better options
'3'.'0',I purchased this and the Dreamlight Ease 3D sleep mask at the same time.  I wanted a mask that would allow me to drift off to sleep while my spouse watched TV from our bed.  I liked this mask at first but after a couple uses I became frustrated with the light leakage around the bottom of the mask.  It is also a little uncomfortable as the pieces over the eyes place extra pressure on my face when I lay on my stomach.  The material is very light weight and light does not penetrate through it; However it can leak through the bottom.  This item does not get warm in the same manner that the Dreamlight does so that is a plus.  I think it is a good alternative and much better than any of the cheap masks that I have used,Overhyped and overpriced.
'2'.'0',Not good if you sleep on your side,"Too stiff if you sleep on your side, covers eyes well, looks nice, materials could be softer or more plush. Probably ok for airplane travel in coach if you're sleeping sitting up."
'2'.'0',"Sorry, but no matter how I adjusted the eye mask it still was never comfortable to me. Those eye cups left pressure marks around my eyes. Had to return this product.","If you move at all, this is not for you"
'2'.'0',"If you move around at all at night, this mask is not for you. It slides out of place too easily and disrupts your sleep more than light does. Wrapping a t",Covers just 70% of eyes!
'2'.'0',"It is not covering 100% of my eyes, just 70",Actually not a great design for a sleep mask. The donut pads that cover your eyes do a great job blocking light but the overall strap of the mask is poorly designed: it gets stretched out easily and always slips down my face at night
'2'.'0',Not for side sleepers,"Excellent at blocking light, but uncomfortable for me, especially as a side sleeper.  Very bulky and stiff around the eyes.  Might be ok for a back sleeper."
'2'.'0',This was very soft but put too much pressure on the area around my eyes and even my temple if I wanted to sleep on my side. Would not recommend for a side sleeper.,Do not recommend'Falls off unless so tight it's uncomfortable
'2'.'0',Very light,"Back strap is too thick, side sleeping can be difficult"
'2'.'0',The back strap is too thick and is uncomfortable.  You feel this large indent on the back of your head while you sleep. Sleeping on your side is not great either.  The eye cups get pushed out of position easily.,Terrible for side sleeping
'2'.'0',100% Blackout w/ a Catch,"I can indeed get 100% blackout with these, but the catch is that to do it I need to make the mask so tight that its really uncomfortable. Also, the velcro fasteners for the eye cups are kind of a double-edged sword- in theory they provide infinite customizability for placing them on the mask, but in practice they make it impossible to dial in their position precisely. For example, you cant really move one of them 1/16th of an inch to block a little sliver of light because as soon as you tear off the velcro, you cant tell exactly where it was to begin with. Finally, the pressure of the eye cups on the top of my nose makes my sinuses hurt. If through sheer luck (because of the velcro) I happen to find a position for the eye cups that alleviates any of these issues then Ill update my review."
'2'.'0',Wish I could un,not comfortable for sleeping
'2'.'0',Digs into your ears.. horrible for side sleepers,"I have tried wearing this mask over my ears and above my ears and nothing is comfortable. You can either have your ears pinned or the strap digs into crease of your ear.If you opt for pinning your ears, you will wake up to the mask on your nose and temple instead of your eyes.Sleeping in your side also causes some eye socket pressure from the pads.At least it blocks light.Seeing all the good reviews honestly makes me question my reality ?'?"
'2'.'0',A couple pieces of foam and a few stitched pieces of velvet with a velcro strip. A basic version could be made with a $5.00 trip to an arts and crafts store but made in China and sold for the bargain price of $35.00. Doesnt really fit or work for me.,"They start off great, but they give out after a few months."
'2'.'0',Uncomfortable when you sleep on your side. It bunches up. Woke up with sore temples. Wouldn't recommend. Plain silk masks work better,Not for side sleepers....
'2'.'0',"Despite the claim that this mask was great for side sleepers, it definitely was not the case for me.  It smushed into my temple, for starters, and it didnt stay in place whatsoever.  Maybe it would have if I had had it super tight, but I started with it really tight and that wasnt comfortable at all.  Loosening it a little bit made it feel like it was still mostly snug, but when I woke up in the middle of the night, it was completely shifted and was no longer covering my eyes.  I had high hopes, but I returned it the next day.",Doesn't Work For Side Sleepers
'2'.'0',"The cups are firm and stick out pretty far so when your head is against the pillow, you're laying on top of half of one of the eye cups. This cup exerts a lot of force on the temple and brow of the skull. When I wake up, the mask is still in place and it blocks out light insanely well but the side of my head hurts because of the pressure against one side of my head all night. This mask would be amazing for any back sleepers, but you definitely shouldn't buy it if you're a side or front sleeper",I read all the reviews for this sleep mask and was hoping it would be right for me. Unfortunately it is too large and uncomfortable for me to use. I tried it one night and couldnt sleep. Not for me.
